id,date,text,query
539660761224994816,Tue Dec 02 06:02:06 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/6E7EHedmJA",#GOOG OR @Google
539660765595058176,Tue Dec 02 06:02:07 +0000 2014,"Why is it that the no firm has acquired the bloomberg terminal service yet  #aapl? I wish it had a #goog search function.",#AAPL OR @Apple
539660811522699265,Tue Dec 02 06:02:18 +0000 2014,"@Google You're alive!",#GOOG OR @Google
539661085645996032,Tue Dec 02 06:03:23 +0000 2014,"Yo @google  this update for the nexus 4 is legit so far",#GOOG OR @Google
539661359546253312,Tue Dec 02 06:04:29 +0000 2014,"@google hey what gives, I'm trying to do homework! Don't make me use yahoo, I can't handle that.",#GOOG OR @Google
539661446846906368,Tue Dec 02 06:04:50 +0000 2014,"@google @yahoo My gmail account isn't working, but that yahoo mail is working great! Same with google search vs yahoo search",#GOOG OR @Google
539661620449132544,Tue Dec 02 06:05:31 +0000 2014,"RT @scohen3: When you realize how much you depend on @google for everything..
#googledown",#GOOG OR @Google
539661738833354752,Tue Dec 02 06:05:59 +0000 2014,"RT @seth_eckert: @google Santa Tracker (https://t.co/OQriGnBCED) went live today! Check it out!",#GOOG OR @Google
539661806906527744,Tue Dec 02 06:06:15 +0000 2014,"Anyone know someone at @google/@GoogleCorp, particularly at the Kirkland, WA office? Let me know! :) #Google",#GOOG OR @Google
539661822950117377,Tue Dec 02 06:06:19 +0000 2014,"@pgib @google Don't worry buddy we'll get through this!  New to me as well. Here we go! http://t.co/pglaEFk9ra",#GOOG OR @Google
539661978453553152,Tue Dec 02 06:06:56 +0000 2014,"RT @therealautoblog: .@google shows off its Android Auto system

http://t.co/ucMw47n5co",#GOOG OR @Google
539662066261315584,Tue Dec 02 06:07:17 +0000 2014,"Welcome back, @google. You were missed.",#GOOG OR @Google
539662143629828096,Tue Dec 02 06:07:36 +0000 2014,"I'm just starting to scrape the surface of @google+ the more I use it the more I love it. #SocialNetworks #Business",#GOOG OR @Google
539662595293052928,Tue Dec 02 06:09:23 +0000 2014,"@surface maybe good product but never better then @apple MacBook Air .... It's a fact",#AAPL OR @Apple
539662596664995841,Tue Dec 02 06:09:24 +0000 2014,"Excited to be at the @detroitchamber Maverick Marketing Monday with @google today. #smallbizunlocked",#GOOG OR @Google
539662666608807936,Tue Dec 02 06:09:40 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/6E7EHedmJA",#GOOG OR @Google
539662772795998211,Tue Dec 02 06:10:06 +0000 2014,"@firefox has replaced the default @google search engine with @Yahoo in the recent update and will be keeping the same in all future updates.",#GOOG OR @Google
539662776432472064,Tue Dec 02 06:10:07 +0000 2014,"Check out where is #SantaClaus at or play mini games through @Google Santa Tracker: http://t.co/gjAG6X1dZE http://t.co/BsXABI8bpL",#GOOG OR @Google
539663111889117184,Tue Dec 02 06:11:26 +0000 2014,"@JoshConstine MyPOV: the real enterprise battle isn't @dropbox vs @boxhq. it's really how they handle @microsoft and @google. #collaboration",#GOOG OR @Google
539663112874377218,Tue Dec 02 06:11:27 +0000 2014,"Crisis averted, @Google got my tweet and fixed everything. Sorry @Yahoo and @bing you are no longer needed.",#GOOG OR @Google
539663188195680256,Tue Dec 02 06:11:45 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539663943988703234,Tue Dec 02 06:14:45 +0000 2014,"@pgib @google This may be why... http://t.co/PUwe1lA22i",#GOOG OR @Google
539664122019729408,Tue Dec 02 06:15:27 +0000 2014,"@Google: #Penguin 3.0 Rollout Still Ongoing http://t.co/MklB38S1iy",#GOOG OR @Google
539664230882881536,Tue Dec 02 06:15:53 +0000 2014,"Designing a Visual Experience Lab with @Google #liquidgalaxy #AugmentedReality @aurasma and #PlayStation move games. Ideas welcome.",#GOOG OR @Google
539664548471373824,Tue Dec 02 06:17:09 +0000 2014,"Meet your new Inbox by @google @GooglePH @GooglePlay  http://t.co/wcnDPRyf5u",#GOOG OR @Google
539664625718288385,Tue Dec 02 06:17:27 +0000 2014,"Check out the photos from the recent Advance Asia Perspectives Singapore Event on Marketing &amp; Branding at @google! http://t.co/6zN7Zwel54",#GOOG OR @Google
539664866961682432,Tue Dec 02 06:18:25 +0000 2014,"Well, this was fun. Time to sleep. In the morning I expect worldwide news on @Xbox and @google outages. #Calledit",#GOOG OR @Google
539665116778598400,Tue Dec 02 06:19:24 +0000 2014,"Learn how thinking / innovating / working happens @google. We are excited to be part of same pace #atmosphere14",#GOOG OR @Google
539666142977982464,Tue Dec 02 06:23:29 +0000 2014,"#News Dozens killed in attack in Kenya - The Week Magazine http://t.co/ueJiwDX6eV Vía @Google",#GOOG OR @Google
539666143816859648,Tue Dec 02 06:23:29 +0000 2014,"#News Exclusive: FBI warns of 'destructive' malware in wake of Sony attack - Reuters http://t.co/VnZ52hNTso Vía @Google",#GOOG OR @Google
539666144949325824,Tue Dec 02 06:23:30 +0000 2014,"#News Obama: Don't want 'militarized' police culture - The Seattle Times http://t.co/KULVnxCmaW Vía @Google",#GOOG OR @Google
539666145901436928,Tue Dec 02 06:23:30 +0000 2014,"#News SF World AIDS Day events to honor the dead, celebrate survivors - SFGate http://t.co/i0s8oHvSOn Vía @Google",#GOOG OR @Google
539666450722865152,Tue Dec 02 06:24:43 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/6E7EHedmJA",#GOOG OR @Google
539666727874088961,Tue Dec 02 06:25:49 +0000 2014,".@Google's #Penguin hit Website - Moving to new domain http://t.co/PWa3ifMRkL RT @apoguy",#GOOG OR @Google
539667006883373056,Tue Dec 02 06:26:55 +0000 2014,"RT @Adolfo_ZapataMx: .@google #México city #Today #1DMX It aint over until is over: @EPN OUT! #YaMeCansé #Ayotzinapa http://t.co/tBzZQAnNi6",#GOOG OR @Google
539667348299739136,Tue Dec 02 06:28:17 +0000 2014,"RT @seth_eckert: @google Santa Tracker (https://t.co/OQriGnBCED) went live today! Check it out!",#GOOG OR @Google
539667695223209984,Tue Dec 02 06:29:39 +0000 2014,"@google Crisis averted! #thankgoogle",#GOOG OR @Google
539668023653564416,Tue Dec 02 06:30:58 +0000 2014,"Lots of passion for problem solving and service w/ @MActionProject + @TheNexusSummit at @google DC tonight. The #FutureCaucus gives me hope.",#GOOG OR @Google
539668289345953792,Tue Dec 02 06:32:01 +0000 2014,"RT @cathiereid: My visit to the home of @google today, thanks to the @googleglass team! http://t.co/h8NXK1Uxr4",#GOOG OR @Google
539668622134607872,Tue Dec 02 06:33:20 +0000 2014,"Browser game development: Flash or HTML5? - http://t.co/xQay3xnjs0 http://t.co/2Ek7sqcThT  via @google #html5",#GOOG OR @Google
539668759183491073,Tue Dec 02 06:33:53 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539668812862586880,Tue Dec 02 06:34:06 +0000 2014,"Do u knw there are around 200 factors which effect ur website #ranking in @google. Check out the complete list http://t.co/Xos9dQ9j5v #seo",#GOOG OR @Google
539669007486312448,Tue Dec 02 06:34:52 +0000 2014,"What are the 10 Coolest Servers Of 2014? Read about #POWER8 and @google innovation: http://t.co/9RvykZTDAW  #IBM #PowerSystems #bluemix",#GOOG OR @Google
539669999611179010,Tue Dec 02 06:38:49 +0000 2014,"@GoogleNexus @Google This will still count as buying it on the first.... If it doesn't go through until tomorrow? http://t.co/v2SPk2yqix",#GOOG OR @Google
539670138316808192,Tue Dec 02 06:39:22 +0000 2014,"@google I have a research paper due in less than 48 hours, and you stopped working. Now I have to use @Yahoo so thanks.",#GOOG OR @Google
539670524323192832,Tue Dec 02 06:40:54 +0000 2014,"Funny how the awesome @google has 9 million followers and @bing has only 600k.  #Google",#GOOG OR @Google
539671022358654977,Tue Dec 02 06:42:52 +0000 2014,"@google why is this gif so hot http://t.co/PXingNX4kY",#GOOG OR @Google
539671359370977280,Tue Dec 02 06:44:13 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539671638745174016,Tue Dec 02 06:45:19 +0000 2014,"@YouTube @google a few days ago I hit 1.4k on YouTube now today I have 1.3k can you explain?",#GOOG OR @Google
539672235930558464,Tue Dec 02 06:47:42 +0000 2014,"@23andMe launches a @google-backed DNA testing service in the UK, after being banned in US. Join us as we interview the CEO at 0745CET",#GOOG OR @Google
539672607571050496,Tue Dec 02 06:49:10 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/6E7EHedmJA",#GOOG OR @Google
539673011117641728,Tue Dec 02 06:50:47 +0000 2014,"Today is our Digital Change conference @brumhippodrome with @coollike @ace_national and @google. Excited! Follow tweets #artsdigital",#GOOG OR @Google
539673343545585664,Tue Dec 02 06:52:06 +0000 2014,"fucking faggots @apple",#AAPL OR @Apple
539673458666250240,Tue Dec 02 06:52:33 +0000 2014,"The acquisition of @nest by @google was a real boner-killer for me. I'll have to wait for the next best thing.",#GOOG OR @Google
539673498982305792,Tue Dec 02 06:52:43 +0000 2014,"@Apple of course that's not their mother fucking @",#AAPL OR @Apple
539674031608569856,Tue Dec 02 06:54:50 +0000 2014,"Apple Inc. Store Logos Turn Red For World AIDS Day http://t.co/nsBtAl4g75 #AAPL",#AAPL OR @Apple
539674119214620673,Tue Dec 02 06:55:11 +0000 2014,"#googledown earlier today http://t.co/rzZGHSXrKe data points to a DDos attack on @google. http://t.co/U0aHwUAyL5 via @dna",#GOOG OR @Google
539674221249822722,Tue Dec 02 06:55:35 +0000 2014,"the fuck kinda gay shit you print in the fucking ketosis @apple",#AAPL OR @Apple
539674515983572992,Tue Dec 02 06:56:45 +0000 2014,"@SkanndTyagi Too integrated with my Google cloud. And I keep switching between Mac-Windows-Android on a more than daily basis. Need @google",#GOOG OR @Google
539674746468966400,Tue Dec 02 06:57:40 +0000 2014,"Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd",#AAPL OR @Apple
539674952132096000,Tue Dec 02 06:58:29 +0000 2014,"RT @TheMarySue: Ugh: @Google's top male engineers make almost 20% more than their female counterparts http://t.co/SPsggcnHra",#GOOG OR @Google
539675381507588096,Tue Dec 02 07:00:12 +0000 2014,"Exploring digital futures @remixsummit today &amp; tomorrow @google London inspired by #Rimbaud and #Verlaine http://t.co/mocMq8gmJs",#GOOG OR @Google
539675397265182720,Tue Dec 02 07:00:16 +0000 2014,"#News AIDS campaigners say pandemic has finally reached tipping point - Reuters http://t.co/PEC9o2MjDr Vía @Google",#GOOG OR @Google
539675398749945856,Tue Dec 02 07:00:16 +0000 2014,"#News Jets fall to Dolphins with Geno at QB, but don't throw much - New York Daily News http://t.co/KIGmh0FVwy Vía @Google",#GOOG OR @Google
539675987118931968,Tue Dec 02 07:02:36 +0000 2014,"RT @JoeyDiggsJr: Shoutout to @google translate one time. #GameChanger #LifeSaver",#GOOG OR @Google
539676097043259392,Tue Dec 02 07:03:02 +0000 2014,"Can't #Apple or @google or @mozilla or anybody come up with a definite solution to the #Zeobit/ #MacKeeper spam-virus issue?",#GOOG OR @Google
539676108954673153,Tue Dec 02 07:03:05 +0000 2014,"Sorry @mozilla, I will never use @Yahoo for search. @bing first! @google sometimes too.",#GOOG OR @Google
539676384667258881,Tue Dec 02 07:04:11 +0000 2014,"@hankypanty This made me imagine @Google selling @Orkut on OLX. :D They unnecessarily shut it down :P",#GOOG OR @Google
539676706614034432,Tue Dec 02 07:05:28 +0000 2014,"How @google 'Translates' Pictures Into Words Using Vector Space #Mathematics  http://t.co/eIRjgBbIoS @TechReview",#GOOG OR @Google
539676734530940928,Tue Dec 02 07:05:34 +0000 2014,"Learn how thinking / innovating / working happens @google. I am excited to be part of same pace #atmosphere14",#GOOG OR @Google
539678235895029760,Tue Dec 02 07:11:32 +0000 2014,"RT @FortuneMagazine: WATCH: @Google looks to Intel to improve Glass http://t.co/vVynpm56Ep",#GOOG OR @Google
539678547305320448,Tue Dec 02 07:12:47 +0000 2014,"Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net",#AAPL OR @Apple
539679131768995840,Tue Dec 02 07:15:06 +0000 2014,"Did you know 94% of @Google ees say they get the training they need to further themselves professionally #12DaysofGR http://t.co/fcs0LLXJ7C",#GOOG OR @Google
539679146071568384,Tue Dec 02 07:15:09 +0000 2014,"RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube",#AAPL OR @Apple
539679410002350080,Tue Dec 02 07:16:12 +0000 2014,"@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars",#AAPL OR @Apple
539679584351191040,Tue Dec 02 07:16:54 +0000 2014,"Dear @Google: We're Google employees and users standing together for Title II net neutrality, will you stand w",#GOOG OR @Google
539679984831725568,Tue Dec 02 07:18:29 +0000 2014,"'Search-as-you-type' perfect name for @google http://t.co/AmEWVSJJee   make it #legal Don't NICK it! http://t.co/HYapRkqsVL  @uspto",#GOOG OR @Google
539680211227668480,Tue Dec 02 07:19:23 +0000 2014,"@GoogleInstantly UNDISPISPUTED &amp; SUBSTANTIATED @google Instant / SayT is stolen product! http://t.co/HYapRkqsVL Proof in tweets for 4 years!",#GOOG OR @Google
539680434444304384,Tue Dec 02 07:20:17 +0000 2014,"RT @FortuneMagazine: WATCH: @Google looks to Intel to improve Glass http://t.co/vVynpm56Ep",#GOOG OR @Google
539680710937022464,Tue Dec 02 07:21:22 +0000 2014,"RT @JoeyDiggsJr: Shoutout to @google translate one time. #GameChanger #LifeSaver",#GOOG OR @Google
539680731610755072,Tue Dec 02 07:21:27 +0000 2014,"@Apple @tim_cook Perhaps a less malleable metal for the shell of the #iPhone6SPlus. #noticedsomecurve",#AAPL OR @Apple
539680770043158528,Tue Dec 02 07:21:37 +0000 2014,"MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster",#AAPL OR @Apple
539680812887973888,Tue Dec 02 07:21:47 +0000 2014,"MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing",#AAPL OR @Apple
539680898112049152,Tue Dec 02 07:22:07 +0000 2014,"iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing",#AAPL OR @Apple
539680940914900993,Tue Dec 02 07:22:17 +0000 2014,"iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox",#AAPL OR @Apple
539681572669370370,Tue Dec 02 07:24:48 +0000 2014,"@apple where the iPod 6 at doe?",#AAPL OR @Apple
539682623862239232,Tue Dec 02 07:28:59 +0000 2014,"#News Peru climate talks set to put heat on Abbott government's stance - Sydney Morning Herald http://t.co/ZLsYwjxOt2 Vía @Google",#GOOG OR @Google
539682624763990016,Tue Dec 02 07:28:59 +0000 2014,"#News Will the NCAA Let Ohio States Kosta Karageorge Die in Vain? - Daily Beast http://t.co/ZFWvhyFe6f Vía @Google",#GOOG OR @Google
539682625527373824,Tue Dec 02 07:28:59 +0000 2014,"#News Gunmen massacre 36 quarry workers while they sleep in north-east Kenya - ABC Online http://t.co/i9G2V8vqFi Vía @Google",#GOOG OR @Google
539682647111647232,Tue Dec 02 07:29:04 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/6E7EHedmJA",#GOOG OR @Google
539683619145383936,Tue Dec 02 07:32:56 +0000 2014,"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know what it is",#AAPL OR @Apple
539683641865932801,Tue Dec 02 07:33:01 +0000 2014,"The Establishment of the United Arab Emirates: http://t.co/f5ocixrwQc
@google #UAENationalDay http://t.co/pLJgk1TvXu",#GOOG OR @Google
539683870296518656,Tue Dec 02 07:33:56 +0000 2014,"RT @bayut: The Establishment of the United Arab Emirates: http://t.co/f5ocixrwQc
@google #UAENationalDay http://t.co/pLJgk1TvXu",#GOOG OR @Google
539684632803823616,Tue Dec 02 07:36:57 +0000 2014,"Browser game development: Flash or HTML5? - http://t.co/xQay3xnjs0 http://t.co/H6w9mXce5J  via @google #html5",#GOOG OR @Google
539684866577940480,Tue Dec 02 07:37:53 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/6E7EHedmJA",#GOOG OR @Google
539685105980014592,Tue Dec 02 07:38:50 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539685127408721920,Tue Dec 02 07:38:55 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539685216676499456,Tue Dec 02 07:39:17 +0000 2014,"@sacca @kevinrose @TechCrunch @mashable @TEDTalks @google Plz consider us 4 #GivingTuesday http://t.co/GqFrZQJdho http://t.co/0g9naqPOhT",#GOOG OR @Google
539685611779522560,Tue Dec 02 07:40:51 +0000 2014,"@Google Confirms Thanksgiving Shifts Result Of #Penguin Rollout https://t.co/jbAJHuktop via @rustybrick",#GOOG OR @Google
539685692461158400,Tue Dec 02 07:41:10 +0000 2014,"Incredible: @Google #flashfunded teachers in 11 cities:",#GOOG OR @Google
539686112684294144,Tue Dec 02 07:42:50 +0000 2014,"@netwrkguy it's pretty awesome, I've been utilizing more #angularjs lately... and so has @Google :)",#GOOG OR @Google
539686434991779841,Tue Dec 02 07:44:07 +0000 2014,"@google partners up with the National Archives of #UAE to launch a digital exhibition:
http://t.co/jf9jL8cgAg http://t.co/lCXXwgwVOZ",#GOOG OR @Google
539686681348411392,Tue Dec 02 07:45:06 +0000 2014,"RT @techwarriorz: @netwrkguy it's pretty awesome, I've been utilizing more #angularjs lately... and so has @Google :)",#GOOG OR @Google
539686688637739008,Tue Dec 02 07:45:08 +0000 2014,"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo.",#AAPL OR @Apple
539686748687978497,Tue Dec 02 07:45:22 +0000 2014,"I love #android but @google stop trying to force me to install fucking #googlenow. I. Don't. Want. It.",#GOOG OR @Google
539686915235381248,Tue Dec 02 07:46:02 +0000 2014,"Dear @Google: We're Google employees and users standing together for Title II net neutrality, will you stand w",#GOOG OR @Google
539686926828060674,Tue Dec 02 07:46:04 +0000 2014,"@techwarriorz @google I see the demand for qualified Ruby on Rails and LAMP stack engineers on the rise.",#GOOG OR @Google
539687056310800384,Tue Dec 02 07:46:35 +0000 2014,"RT @I453: @WarwickBSchool researchers predicts the stock market shifts through aggregate @google searches.. http://t.co/vfEuNDvUb6",#GOOG OR @Google
539687067668586497,Tue Dec 02 07:46:38 +0000 2014,"@netwrkguy @google That's why I'm learning/working with it... that and it's fun as all hell :)",#GOOG OR @Google
539687301027069952,Tue Dec 02 07:47:34 +0000 2014,"@techwarriorz @google I have always been more on the Director/VP of Technology side of the house.",#GOOG OR @Google
539687390894247936,Tue Dec 02 07:47:55 +0000 2014,"#MustRead by @BradBerman: 5 High-Tech Companies That Are Driving the Future of Cars:
@Uber 
@Google 
@Nokia 
@TeslaMotors 
@Nvidia",#GOOG OR @Google
539687771745816576,Tue Dec 02 07:49:26 +0000 2014,"@techwarriorz @google Awesome to hear that. Maybe I should get an aircan and blow out the old grey matter?? Maybe an d dog can learn new??",#GOOG OR @Google
539687794034352128,Tue Dec 02 07:49:31 +0000 2014,"@techwarriorz @google tricks",#GOOG OR @Google
539687966738628608,Tue Dec 02 07:50:12 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539688069071269888,Tue Dec 02 07:50:37 +0000 2014,"Seeing that I criticize @google for their @googlevetures best to change my DNS from @GooglePublicDNS  to deal with @googlepubpolicy.AMIRITE",#GOOG OR @Google
539688129515364352,Tue Dec 02 07:50:51 +0000 2014,"RT @mohAltenaiji: Thank you @google 
#iLOVEUAE43 http://t.co/ZmtHXu7OC6",#GOOG OR @Google
539688327717191681,Tue Dec 02 07:51:38 +0000 2014,"@google what is this 
what do u want 
why wont u just leave me alone http://t.co/CrgScOR4fc",#GOOG OR @Google
539688664754704385,Tue Dec 02 07:52:59 +0000 2014,"Fuck Google Docs @google",#GOOG OR @Google
539688814759800833,Tue Dec 02 07:53:35 +0000 2014,"RT @ayeitzdavid: Fuck Google Docs @google",#GOOG OR @Google
539688888428556289,Tue Dec 02 07:53:52 +0000 2014,"@ayeitzdavid @google shit got deleted?",#GOOG OR @Google
539689015897645056,Tue Dec 02 07:54:22 +0000 2014,"How you finna delete my 7 page research final @google . Why you do me like that fam?",#GOOG OR @Google
539689250774462464,Tue Dec 02 07:55:18 +0000 2014,"RT @MrVanDigital: Article by engineers @Google who worked together on the bold renewable energy project RE&lt;C http://t.co/B4HrPPm8uf #climate",#GOOG OR @Google
539689309217890305,Tue Dec 02 07:55:32 +0000 2014,"We should bring back #sniglets cuz there's a word 4 where u want 2 Tweet @ someone, but u 1st need 2 @google 2 find out what their handle is",#GOOG OR @Google
539689821145686016,Tue Dec 02 07:57:34 +0000 2014,"@google Me, me, me.",#GOOG OR @Google
539690275061653504,Tue Dec 02 07:59:23 +0000 2014,"RT @bayut: The Establishment of the United Arab Emirates: http://t.co/f5ocixrwQc
@google #UAENationalDay http://t.co/pLJgk1TvXu",#GOOG OR @Google
539690296619974656,Tue Dec 02 07:59:28 +0000 2014,"My #nexus4 troubles r seemingly over after the woeful #LollipopUpdate; factory reset! @google @googlenexus pl improve customer communication",#GOOG OR @Google
539690502958764033,Tue Dec 02 08:00:17 +0000 2014,"Why should you get the @google #Nexus6? @ItsTechtreatBOY lets you know: http://t.co/J7njLqta6s #techtuesday #tech #review #phones",#GOOG OR @Google
539690673063350272,Tue Dec 02 08:00:58 +0000 2014,"RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/OHHlZCFGs3",#GOOG OR @Google
539690675017879553,Tue Dec 02 08:00:58 +0000 2014,"@Google #Santa Tracker http://t.co/iQnvSuC7ez #learntocode",#GOOG OR @Google
539690711764197376,Tue Dec 02 08:01:07 +0000 2014,"RT @BerkeleyLab: Check out this new interactive periodic table of elements from @google http://t.co/lqOxYJbC0l http://t.co/TSLXjxJ67V",#GOOG OR @Google
539691110864388097,Tue Dec 02 08:02:42 +0000 2014,"A big warm thanks to the amazing @FrancescaDean and the @campuslondon team for a wonderful @google Campus Exchange! http://t.co/z3xCeDcsKW",#GOOG OR @Google
539691558048890880,Tue Dec 02 08:04:29 +0000 2014,"Seems @Microsoft's counterpart of @Yahoo Finance and @google Finance requires Windows 8.1 and an app installation. Are you kidding me MS?",#GOOG OR @Google
539691575396548608,Tue Dec 02 08:04:33 +0000 2014,"Great #Tech4SocialGood article @calblueprint @khanacademy @google @watsi @puddlehq @shaun_tai  http://t.co/T6VydW8Kvc http://t.co/ha3TRdsy0Y",#GOOG OR @Google
539691639959486464,Tue Dec 02 08:04:48 +0000 2014,"RT @seokratie: RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/OHHlZCFGs3",#GOOG OR @Google
539691669290229761,Tue Dec 02 08:04:55 +0000 2014,"#iPhone6S to #emerge spring 2015 with @Apple [#Apple] Watch?. (#Tuesday, 2 #December) http://t.co/NnGLuvYW6M",#AAPL OR @Apple
539691802157412352,Tue Dec 02 08:05:27 +0000 2014,"@richardbwest @google could you please send me the link where you purchased your google Cardboard from",#GOOG OR @Google
539692069774569472,Tue Dec 02 08:06:31 +0000 2014,"#News HIV's ability to cause Aids weakening, study finds - Irish Times http://t.co/2hEiw9Re73 Vía @Google",#GOOG OR @Google
539692070621814784,Tue Dec 02 08:06:31 +0000 2014,"#News Cosby leaves Temple board; student leader says assault accusations were ... - Fox News http://t.co/4zMxZQQWsb Vía @Google",#GOOG OR @Google
539692071439716352,Tue Dec 02 08:06:31 +0000 2014,"#News Has North Korea hacked Sony Pictures over Kim Jong-un assassination comedy ... - Telegraph http://t.co/sVuBtxFyPg Vía @Google",#GOOG OR @Google
539692072307933184,Tue Dec 02 08:06:31 +0000 2014,"#News Gunmen kill 36 Kenya quarry workers near Mandera - BBC News http://t.co/4L21YRejbV Vía @Google",#GOOG OR @Google
539692073071308801,Tue Dec 02 08:06:31 +0000 2014,"#News Dolphins pull out tight win over Jets - Reuters http://t.co/ZEnSLDXQYl Vía @Google",#GOOG OR @Google
539692826640928768,Tue Dec 02 08:09:31 +0000 2014,"I like how even @google is celebrating #UAENationalDay :)",#GOOG OR @Google
539693159408599040,Tue Dec 02 08:10:50 +0000 2014,"RT @google: Can you solve our #ImitationGame puzzle? http://t.co/glsOellFOQ http://t.co/jvdZ7qGhbU",#GOOG OR @Google
539693206766510080,Tue Dec 02 08:11:02 +0000 2014,"@google @MotorolaIndia still wondering whats with Nexus 6. i guess you ppl couldnt handle the market well for the hype, Is this wait worth?",#GOOG OR @Google
539693439441702912,Tue Dec 02 08:11:57 +0000 2014,"RT @seokratie: RT @sengineland: .@Google: Penguin 3.0 Rollout Still Ongoing by @rustybrick http://t.co/OHHlZCFGs3",#GOOG OR @Google
539693527173963776,Tue Dec 02 08:12:18 +0000 2014,".@ThePuzzlePhone modular smartphone competes with @google's #ProjectAra
http://t.co/JNg2huA5PJ http://t.co/0AQiiqZZn2",#GOOG OR @Google
539693534534971392,Tue Dec 02 08:12:20 +0000 2014,"When @firefox lauches with Yahoo as its default search engine, we all can agree @google is no more open/free !",#GOOG OR @Google
539693583943495680,Tue Dec 02 08:12:32 +0000 2014,"RT @HYPEBEAST: .@ThePuzzlePhone modular smartphone competes with @google's #ProjectAra
http://t.co/JNg2huA5PJ http://t.co/0AQiiqZZn2",#GOOG OR @Google
539693615102980096,Tue Dec 02 08:12:39 +0000 2014,"RT @HYPEBEAST: .@ThePuzzlePhone modular smartphone competes with @google's #ProjectAra
http://t.co/JNg2huA5PJ http://t.co/0AQiiqZZn2",#GOOG OR @Google
539693661571674112,Tue Dec 02 08:12:50 +0000 2014,"@DWAnimation released #Penguins of Madagascar &amp; @google rolled out Penguin 3.0 #update

http://t.co/6dMyHAOaU2 http://t.co/xXgpwG7Lp0",#GOOG OR @Google
539693735249190912,Tue Dec 02 08:13:08 +0000 2014,"Ah bless.. Thank you @google #MyBirthday http://t.co/xOspreJA6u",#GOOG OR @Google
539694143388528640,Tue Dec 02 08:14:45 +0000 2014,".NET is now opensource.
Android is getting more and more closed/proprietary.

World will never be the same again! 
@MicrosoftIndia @google",#GOOG OR @Google
539694248162250752,Tue Dec 02 08:15:10 +0000 2014,"RT @HYPEBEAST: .@ThePuzzlePhone modular smartphone competes with @google's #ProjectAra
http://t.co/JNg2huA5PJ http://t.co/0AQiiqZZn2",#GOOG OR @Google
539694397831397376,Tue Dec 02 08:15:46 +0000 2014,"#UAE National Day is on front page of @google (http://t.co/3h7I75Ie4k)

#UAE43 #UAENationalDay",#GOOG OR @Google
539695183139729408,Tue Dec 02 08:18:53 +0000 2014,"Birmingham bound @brumhippodrome for Digital Change conference, hoping to bring back top tips from @Culture24 @google @ace_national",#GOOG OR @Google
539695464070017024,Tue Dec 02 08:20:00 +0000 2014,"Spending today with @Culture24 @coollike @ChrisUnitt and @google #artsdigital",#GOOG OR @Google
